20260831
C0005227;Fixing barreira_3;DOMINIO;1;0;N;D-26
C0005227;Fixing barreira_3;DOMINIO;1;0;N;D-27
C0005227;Fixing barreira_3;DOMINIO;1;0;N;D-28
C0005227;Fixing barreira_3;DOMINIO;1;0;N;D-29
C0005227;Fixing barreira_3;DOMINIO;1;0;N;D-30
C0005227;Fixing barreira_3;DOMINIO;1;0;N;D-31
C0005227;Fixing barreira_3;DOMINIO;1;0;N;D-32
C0005227;Fixing barreira_3;DOMINIO;1;0;N;D-33
C0005227;Fixing barreira_3;DOMINIO;1;0;N;D-34
C0005227;Fixing barreira_3;DOMINIO;1;0;N;D-35
C0005227;Fixing barreira_3;DOMINIO;1;0;N;D-36
C0005227;Fixing barreira_3;DOMINIO;1;0;N;D-37
C0005227;Fixing barreira_3;DOMINIO;1;0;N;D-38
C0005227;Fixing barreira_3;DOMINIO;1;0;N;D-39
C0005227;Fixing barreira_3;DOMINIO;1;0;N;D-40
C0005227;Fixing barreira_3;DOMINIO;1;0;N;D-41
C0005227;Fixing barreira_3;DOMINIO;1;0;N;D-42
C0005227;Fixing barreira_3;DOMINIO;1;0;N;D-43
C0005227;Fixing barreira_3;DOMINIO;1;0;N;D-44
C0005227;Fixing barreira_3;DOMINIO;1;0;N;D-45
C0005227;Fixing barreira_3;DOMINIO;1;0;N;D0
C0005228;Fixing barreira_4;DOMINIO;1;0;N;D-1
C0005228;Fixing barreira_4;DOMINIO;1;0;N;D-2
C0005228;Fixing barreira_4;DOMINIO;1;0;N;D-3
C0005228;Fixing barreira_4;DOMINIO;1;0;N;D-4
C0005228;Fixing barreira_4;DOMINIO;1;0;N;D-5
C0005228;Fixing barreira_4;DOMINIO;1;0;N;D-6
C0005228;Fixing barreira_4;DOMINIO;1;0;N;D-7
C0005228;Fixing barreira_4;DOMINIO;1;0;N;D-8
C0005228;Fixing barreira_4;DOMINIO;1;0;N;D-9
C0005228;Fixing barreira_4;DOMINIO;1;0;N;D-10
C0005228;Fixing barreira_4;DOMINIO;1;0;N;D-11
C0005228;Fixing barreira_4;DOMINIO;1;0;N;D-12
C0005228;Fixing barreira_4;DOMINIO;1;0;N;D-13
C0005228;Fixing barreira_4;DOMINIO;1;0;N;D-14
C0005228;Fixing barreira_4;DOMINIO;1;0;N;D-15
C0005228;Fixing barreira_4;DOMINIO;1;0;N;D-16
C0005228;Fixing barreira_4;DOMINIO;1;0;N;D-17
C0005228;Fixing barreira_4;DOMINIO;1;0;N;D-18
C0005228;Fixing barreira_4;DOMINIO;1;0;N;D-19
C0005228;Fixing barreira_4;DOMINIO;1;0;N;D-20
C0005228;Fixing barreira_4;DOMINIO;1;0;N;D-21
C0005228;Fixing barreira_4;DOMINIO;1;0;N;D-22
C0005228;Fixing barreira_4;DOMINIO;1;0;N;D-23
C0005228;Fixing barreira_4;DOMINIO;1;0;N;D-24
C0005228;Fixing barreira_4;DOMINIO;1;0;N;D-25
C0005228;Fixing barreira_4;DOMINIO;1;0;N;D-26
C0005228;Fixing barreira_4;DOMINIO;1;0;N;D-27
C0005228;Fixing barreira_4;DOMINIO;1;0;N;D-28
C0005228;Fixing barreira_4;DOMINIO;1;0;N;D-29
C0005228;Fixing barreira_4;DOMINIO;1;0;N;D-30
C0005228;Fixing barreira_4;DOMINIO;1;0;N;D-31
C0005228;Fixing barreira_4;DOMINIO;1;0;N;D-32
C0005228;Fixing barreira_4;DOMINIO;1;0;N;D-33
C0005228;Fixing barreira_4;DOMINIO;1;0;N;D-34
C0005228;Fixing barreira_4;DOMINIO;1;0;N;D-35
C0005228;Fixing barreira_4;DOMINIO;1;0;N;D-36
C0005228;Fixing barreira_4;DOMINIO;1;0;N;D-37
C0005228;Fixing barreira_4;DOMINIO;1;0;N;D-38
C0005228;Fixing barreira_4;DOMINIO;1;0;N;D-39
C0005228;Fixing barreira_4;DOMINIO;1;0;N;D-40
C0005228;Fixing barreira_4;DOMINIO;1;0;N;D-41
C0005228;Fixing barreira_4;DOMINIO;1;0;N;D-42
C0005228;Fixing barreira_4;DOMINIO;1;0;N;D-43
C0005228;Fixing barreira_4;DOMINIO;1;0;N;D-44
C0005228;Fixing barreira_4;DOMINIO;1;0;N;D-45
C0005228;Fixing barreira_4;DOMINIO;1;0;N;D0
C0005229;Fixing barreira_5;DOMINIO;1;0;N;D-1
C0005229;Fixing barreira_5;DOMINIO;1;0;N;D-2
C0005229;Fixing barreira_5;DOMINIO;1;0;N;D-3
C0005229;Fixing barreira_5;DOMINIO;1;0;N;D-4
C0005229;Fixing barreira_5;DOMINIO;1;0;N;D-5
C0005229;Fixing barreira_5;DOMINIO;1;0;N;D-6
C0005229;Fixing barreira_5;DOMINIO;1;0;N;D-7
C0005229;Fixing barreira_5;DOMINIO;1;0;N;D-8
C0005229;Fixing barreira_5;DOMINIO;1;0;N;D-9
C0005229;Fixing barreira_5;DOMINIO;1;0;N;D-10
C0005229;Fixing barreira_5;DOMINIO;1;0;N;D-11
C0005229;Fixing barreira_5;DOMINIO;1;0;N;D-12
C0005229;Fixing barreira_5;DOMINIO;1;0;N;D-13
C0005229;Fixing barreira_5;DOMINIO;1;0;N;D-14
C0005229;Fixing barreira_5;DOMINIO;1;0;N;D-15
C0005229;Fixing barreira_5;DOMINIO;1;0;N;D-16
C0005229;Fixing barreira_5;DOMINIO;1;0;N;D-17
C0005229;Fixing barreira_5;DOMINIO;1;0;N;D-18
C0005229;Fixing barreira_5;DOMINIO;1;0;N;D-19
C0005229;Fixing barreira_5;DOMINIO;1;0;N;D-20
C0005229;Fixing barreira_5;DOMINIO;1;0;N;D-21
C0005229;Fixing barreira_5;DOMINIO;1;0;N;D-22
C0005229;Fixing barreira_5;DOMINIO;1;0;N;D-23
C0005229;Fixing barreira_5;DOMINIO;1;0;N;D-24
C0005229;Fixing barreira_5;DOMINIO;1;0;N;D-25
C0005229;Fixing barreira_5;DOMINIO;1;0;N;D-26
C0005229;Fixing barreira_5;DOMINIO;1;0;N;D-27
C0005229;Fixing barreira_5;DOMINIO;1;0;N;D-28
C0005229;Fixing barreira_5;DOMINIO;1;0;N;D-29
C0005229;Fixing barreira_5;DOMINIO;1;0;N;D-30
C0005229;Fixing barreira_5;DOMINIO;1;0;N;D-31
C0005229;Fixing barreira_5;DOMINIO;1;0;N;D-32
C0005229;Fixing barreira_5;DOMINIO;1;0;N;D-33
C0005229;Fixing barreira_5;DOMINIO;1;0;N;D-34
C0005229;Fixing barreira_5;DOMINIO;1;0;N;D-35
C0005229;Fixing barreira_5;DOMINIO;1;0;N;D-36
C0005229;Fixing barreira_5;DOMINIO;1;0;N;D-37
C0005229;Fixing barreira_5;DOMINIO;1;0;N;D-38
C0005229;Fixing barreira_5;DOMINIO;1;0;N;D-39
C0005229;Fixing barreira_5;DOMINIO;1;0;N;D-40
C0005229;Fixing barreira_5;DOMINIO;1;0;N;D-41
C0005229;Fixing barreira_5;DOMINIO;1;0;N;D-42
C0005229;Fixing barreira_5;DOMINIO;1;0;N;D-43
C0005229;Fixing barreira_5;DOMINIO;1;0;N;D-44
C0005229;Fixing barreira_5;DOMINIO;1;0;N;D-45
C0005229;Fixing barreira_5;DOMINIO;1;0;N;D0
C0005230;Fixing barreira_6;DOMINIO;1;0;N;D-1
C0005230;Fixing barreira_6;DOMINIO;1;0;N;D-2
C0005230;Fixing barreira_6;DOMINIO;1;0;N;D-3
C0005230;Fixing barreira_6;DOMINIO;1;0;N;D-4
C0005230;Fixing barreira_6;DOMINIO;1;0;N;D-5
C0005230;Fixing barreira_6;DOMINIO;1;0;N;D-6
C0005230;Fixing barreira_6;DOMINIO;1;0;N;D-7
C0005230;Fixing barreira_6;DOMINIO;1;0;N;D-8
C0005230;Fixing barreira_6;DOMINIO;1;0;N;D-9
C0005230;Fixing barreira_6;DOMINIO;1;0;N;D-10
C0005230;Fixing barreira_6;DOMINIO;1;0;N;D-11
C0005230;Fixing barreira_6;DOMINIO;1;0;N;D-12
C0005230;Fixing barreira_6;DOMINIO;1;0;N;D-13
C0005230;Fixing barreira_6;DOMINIO;1;0;N;D-14
C0005230;Fixing barreira_6;DOMINIO;1;0;N;D-15
C0005230;Fixing barreira_6;DOMINIO;1;0;N;D-16
C0005230;Fixing barreira_6;DOMINIO;1;0;N;D-17
C0005230;Fixing barreira_6;DOMINIO;1;0;N;D-18
C0005230;Fixing barreira_6;DOMINIO;1;0;N;D-19
C0005230;Fixing barreira_6;DOMINIO;1;0;N;D-20
C0005230;Fixing barreira_6;DOMINIO;1;0;N;D-21
C0005230;Fixing barreira_6;DOMINIO;1;0;N;D-22
C0005230;Fixing barreira_6;DOMINIO;1;0;N;D-23
C0005230;Fixing barreira_6;DOMINIO;1;0;N;D-24
C0005230;Fixing barreira_6;DOMINIO;1;0;N;D-25
C0005230;Fixing barreira_6;DOMINIO;1;0;N;D-26
C0005230;Fixing barreira_6;DOMINIO;1;0;N;D-27
C0005230;Fixing barreira_6;DOMINIO;1;0;N;D-28
C0005230;Fixing barreira_6;DOMINIO;1;0;N;D-29
C0005230;Fixing barreira_6;DOMINIO;1;0;N;D-30
C0005230;Fixing barreira_6;DOMINIO;1;0;N;D-31
C0005230;Fixing barreira_6;DOMINIO;1;0;N;D-32
C0005230;Fixing barreira_6;DOMINIO;1;0;N;D-33
C0005230;Fixing barreira_6;DOMINIO;1;0;N;D-34
C0005230;Fixing barreira_6;DOMINIO;1;0;N;D-35
C0005230;Fixing barreira_6;DOMINIO;1;0;N;D-36
C0005230;Fixing barreira_6;DOMINIO;1;0;N;D-37
C0005230;Fixing barreira_6;DOMINIO;1;0;N;D-38
C0005230;Fixing barreira_6;DOMINIO;1;0;N;D-39
C0005230;Fixing barreira_6;DOMINIO;1;0;N;D-40
C0005230;Fixing barreira_6;DOMINIO;1;0;N;D-41
C0005230;Fixing barreira_6;DOMINIO;1;0;N;D-42
C0005230;Fixing barreira_6;DOMINIO;1;0;N;D-43
C0005230;Fixing barreira_6;DOMINIO;1;0;N;D-44
C0005230;Fixing barreira_6;DOMINIO;1;0;N;D-45
C0005230;Fixing barreira_6;DOMINIO;1;0;N;D0
C0005231;Fixing barreira_7;DOMINIO;1;0;N;D-1
C0005231;Fixing barreira_7;DOMINIO;1;0;N;D-2
C0005231;Fixing barreira_7;DOMINIO;1;0;N;D-3
C0005231;Fixing barreira_7;DOMINIO;1;0;N;D-4
C0005231;Fixing barreira_7;DOMINIO;1;0;N;D-5
C0005231;Fixing barreira_7;DOMINIO;1;0;N;D-6
C0005231;Fixing barreira_7;DOMINIO;1;0;N;D-7
C0005231;Fixing barreira_7;DOMINIO;1;0;N;D-8
C0005231;Fixing barreira_7;DOMINIO;1;0;N;D-9
C0005231;Fixing barreira_7;DOMINIO;1;0;N;D-10
C0005231;Fixing barreira_7;DOMINIO;1;0;N;D-11
C0005231;Fixing barreira_7;DOMINIO;1;0;N;D-12
C0005231;Fixing barreira_7;DOMINIO;1;0;N;D-13
C0005231;Fixing barreira_7;DOMINIO;1;0;N;D-14
C0005231;Fixing barreira_7;DOMINIO;1;0;N;D-15
C0005231;Fixing barreira_7;DOMINIO;1;0;N;D-16
C0005231;Fixing barreira_7;DOMINIO;1;0;N;D-17
C0005231;Fixing barreira_7;DOMINIO;1;0;N;D-18
C0005231;Fixing barreira_7;DOMINIO;1;0;N;D-19
C0005231;Fixing barreira_7;DOMINIO;1;0;N;D-20
C0005231;Fixing barreira_7;DOMINIO;1;0;N;D-21
C0005231;Fixing barreira_7;DOMINIO;1;0;N;D-22
C0005231;Fixing barreira_7;DOMINIO;1;0;N;D-23
C0005231;Fixing barreira_7;DOMINIO;1;0;N;D-24
C0005231;Fixing barreira_7;DOMINIO;1;0;N;D-25
C0005231;Fixing barreira_7;DOMINIO;1;0;N;D-26
C0005231;Fixing barreira_7;DOMINIO;1;0;N;D-27
C0005231;Fixing barreira_7;DOMINIO;1;0;N;D-28
C0005231;Fixing barreira_7;DOMINIO;1;0;N;D-29
C0005231;Fixing barreira_7;DOMINIO;1;0;N;D-30
C0005231;Fixing barreira_7;DOMINIO;1;0;N;D-31
C0005231;Fixing barreira_7;DOMINIO;1;0;N;D-32
C0005231;Fixing barreira_7;DOMINIO;1;0;N;D-33
C0005231;Fixing barreira_7;DOMINIO;1;0;N;D-34
C0005231;Fixing barreira_7;DOMINIO;1;0;N;D-35
C0005231;Fixing barreira_7;DOMINIO;1;0;N;D-36
C0005231;Fixing barreira_7;DOMINIO;1;0;N;D-37
C0005231;Fixing barreira_7;DOMINIO;1;0;N;D-38
C0005231;Fixing barreira_7;DOMINIO;1;0;N;D-39
C0005231;Fixing barreira_7;DOMINIO;1;0;N;D-40
C0005231;Fixing barreira_7;DOMINIO;1;0;N;D-41
C0005231;Fixing barreira_7;DOMINIO;1;0;N;D-42
C0005231;Fixing barreira_7;DOMINIO;1;0;N;D-43
C0005231;Fixing barreira_7;DOMINIO;1;0;N;D-44
C0005231;Fixing barreira_7;DOMINIO;1;0;N;D-45
C0005231;Fixing barreira_7;DOMINIO;1;0;N;D0
C0005232;Fixing barreira_8;DOMINIO;1;0;N;D-1
C0005232;Fixing barreira_8;DOMINIO;1;0;N;D-2
C0005232;Fixing barreira_8;DOMINIO;1;0;N;D-3
C0005232;Fixing barreira_8;DOMINIO;1;0;N;D-4
C0005232;Fixing barreira_8;DOMINIO;1;0;N;D-5
C0005232;Fixing barreira_8;DOMINIO;1;0;N;D-6
C0005232;Fixing barreira_8;DOMINIO;1;0;N;D-7
C0005232;Fixing barreira_8;DOMINIO;1;0;N;D-8
C0005232;Fixing barreira_8;DOMINIO;1;0;N;D-9
C0005232;Fixing barreira_8;DOMINIO;1;0;N;D-10
C0005232;Fixing barreira_8;DOMINIO;1;0;N;D-11
C0005232;Fixing barreira_8;DOMINIO;1;0;N;D-12
C0005232;Fixing barreira_8;DOMINIO;1;0;N;D-13
C0005232;Fixing barreira_8;DOMINIO;1;0;N;D-14
C0005232;Fixing barreira_8;DOMINIO;1;0;N;D-15
C0005232;Fixing barreira_8;DOMINIO;1;0;N;D-16
C0005232;Fixing barreira_8;DOMINIO;1;0;N;D-17
C0005232;Fixing barreira_8;DOMINIO;1;0;N;D-18
C0005232;Fixing barreira_8;DOMINIO;1;0;N;D-19
C0005232;Fixing barreira_8;DOMINIO;1;0;N;D-20
C0005232;Fixing barreira_8;DOMINIO;1;0;N;D-21
C0005232;Fixing barreira_8;DOMINIO;1;0;N;D-22
C0005232;Fixing barreira_8;DOMINIO;1;0;N;D-23
C0005232;Fixing barreira_8;DOMINIO;1;0;N;D-24
C0005232;Fixing barreira_8;DOMINIO;1;0;N;D-25
C0005232;Fixing barreira_8;DOMINIO;1;0;N;D-26
C0005232;Fixing barreira_8;DOMINIO;1;0;N;D-27
C0005232;Fixing barreira_8;DOMINIO;1;0;N;D-28
C0005232;Fixing barreira_8;DOMINIO;1;0;N;D-29
C0005232;Fixing barreira_8;DOMINIO;1;0;N;D-30
C0005232;Fixing barreira_8;DOMINIO;1;0;N;D-31
C0005232;Fixing barreira_8;DOMINIO;1;0;N;D-32
C0005232;Fixing barreira_8;DOMINIO;1;0;N;D-33
C0005232;Fixing barreira_8;DOMINIO;1;0;N;D-34
C0005232;Fixing barreira_8;DOMINIO;1;0;N;D-35
C0005232;Fixing barreira_8;DOMINIO;1;0;N;D-36
C0005232;Fixing barreira_8;DOMINIO;1;0;N;D-37
C0005232;Fixing barreira_8;DOMINIO;1;0;N;D-38
C0005232;Fixing barreira_8;DOMINIO;1;0;N;D-39
C0005232;Fixing barreira_8;DOMINIO;1;0;N;D-40
C0005232;Fixing barreira_8;DOMINIO;1;0;N;D-41
C0005232;Fixing barreira_8;DOMINIO;1;0;N;D-42
C0005232;Fixing barreira_8;DOMINIO;1;0;N;D-43
C0005232;Fixing barreira_8;DOMINIO;1;0;N;D-44
C0005232;Fixing barreira_8;DOMINIO;1;0;N;D-45
C0005232;Fixing barreira_8;DOMINIO;1;0;N;D0
C0005233;Fixing barreira_9;DOMINIO;1;0;N;D-1
C0005233;Fixing barreira_9;DOMINIO;1;0;N;D-2
C0005233;Fixing barreira_9;DOMINIO;1;0;N;D-3
C0005233;Fixing barreira_9;DOMINIO;1;0;N;D-4
C0005233;Fixing barreira_9;DOMINIO;1;0;N;D-5
C0005233;Fixing barreira_9;DOMINIO;1;0;N;D-6
C0005233;Fixing barreira_9;DOMINIO;1;0;N;D-7
C0005233;Fixing barreira_9;DOMINIO;1;0;N;D-8
C0005233;Fixing barreira_9;DOMINIO;1;0;N;D-9
C0005233;Fixing barreira_9;DOMINIO;1;0;N;D-10
C0005233;Fixing barreira_9;DOMINIO;1;0;N;D-11
C0005233;Fixing barreira_9;DOMINIO;1;0;N;D-12
C0005233;Fixing barreira_9;DOMINIO;1;0;N;D-13
C0005233;Fixing barreira_9;DOMINIO;1;0;N;D-14
C0005233;Fixing barreira_9;DOMINIO;1;0;N;D-15
C0005233;Fixing barreira_9;DOMINIO;1;0;N;D-16
C0005233;Fixing barreira_9;DOMINIO;1;0;N;D-17
C0005233;Fixing barreira_9;DOMINIO;1;0;N;D-18
C0005233;Fixing barreira_9;DOMINIO;1;0;N;D-19
C0005233;Fixing barreira_9;DOMINIO;1;0;N;D-20
C0005233;Fixing barreira_9;DOMINIO;1;0;N;D-21
C0005233;Fixing barreira_9;DOMINIO;1;0;N;D-22
C0005233;Fixing barreira_9;DOMINIO;1;0;N;D-23
C0005233;Fixing barreira_9;DOMINIO;1;0;N;D-24
C0005233;Fixing barreira_9;DOMINIO;1;0;N;D-25
C0005233;Fixing barreira_9;DOMINIO;1;0;N;D-26
C0005233;Fixing barreira_9;DOMINIO;1;0;N;D-27
C0005233;Fixing barreira_9;DOMINIO;1;0;N;D-28
C0005233;Fixing barreira_9;DOMINIO;1;0;N;D-29
C0005233;Fixing barreira_9;DOMINIO;1;0;N;D-30
C0005233;Fixing barreira_9;DOMINIO;1;0;N;D-31
C0005233;Fixing barreira_9;DOMINIO;1;0;N;D-32
C0005233;Fixing barreira_9;DOMINIO;1;0;N;D-33
C0005233;Fixing barreira_9;DOMINIO;1;0;N;D-34
C0005233;Fixing barreira_9;DOMINIO;1;0;N;D-35
C0005233;Fixing barreira_9;DOMINIO;1;0;N;D-36
C0005233;Fixing barreira_9;DOMINIO;1;0;N;D-37
C0005233;Fixing barreira_9;DOMINIO;1;0;N;D-38
C0005233;Fixing barreira_9;DOMINIO;1;0;N;D-39
C0005233;Fixing barreira_9;DOMINIO;1;0;N;D-40
C0005233;Fixing barreira_9;DOMINIO;1;0;N;D-41
C0005233;Fixing barreira_9;DOMINIO;1;0;N;D-42
C0005233;Fixing barreira_9;DOMINIO;1;0;N;D-43
C0005233;Fixing barreira_9;DOMINIO;1;0;N;D-44
C0005233;Fixing barreira_9;DOMINIO;1;0;N;D-45
C0005233;Fixing barreira_9;DOMINIO;1;0;N;D0
C0005234;Fixing barreira_10;DOMINIO;1;0;N;D-1
C0005234;Fixing barreira_10;DOMINIO;1;0;N;D-2
C0005234;Fixing barreira_10;DOMINIO;1;0;N;D-3
C0005234;Fixing barreira_10;DOMINIO;1;0;N;D-4
C0005234;Fixing barreira_10;DOMINIO;1;0;N;D-5
C0005234;Fixing barreira_10;DOMINIO;1;0;N;D-6
C0005234;Fixing barreira_10;DOMINIO;1;0;N;D-7
C0005234;Fixing barreira_10;DOMINIO;1;0;N;D-8
C0005234;Fixing barreira_10;DOMINIO;1;0;N;D-9
C0005234;Fixing barreira_10;DOMINIO;1;0;N;D-10
C0005234;Fixing barreira_10;DOMINIO;1;0;N;D-11
C0005234;Fixing barreira_10;DOMINIO;1;0;N;D-12
C0005234;Fixing barreira_10;DOMINIO;1;0;N;D-13
C0005234;Fixing barreira_10;DOMINIO;1;0;N;D-14
C0005234;Fixing barreira_10;DOMINIO;1;0;N;D-15
C0005234;Fixing barreira_10;DOMINIO;1;0;N;D-16
C0005234;Fixing barreira_10;DOMINIO;1;0;N;D-17
C0005234;Fixing barreira_10;DOMINIO;1;0;N;D-18
C0005234;Fixing barreira_10;DOMINIO;1;0;N;D-19
C0005234;Fixing barreira_10;DOMINIO;1;0;N;D-20
C0005234;Fixing barreira_10;DOMINIO;1;0;N;D-21
C0005234;Fixing barreira_10;DOMINIO;1;0;N;D-22
C0005234;Fixing barreira_10;DOMINIO;1;0;N;D-23
C0005234;Fixing barreira_10;DOMINIO;1;0;N;D-24
C0005234;Fixing barreira_10;DOMINIO;1;0;N;D-25
C0005234;Fixing barreira_10;DOMINIO;1;0;N;D-26
C0005234;Fixing barreira_10;DOMINIO;1;0;N;D-27
C0005234;Fixing barreira_10;DOMINIO;1;0;N;D-28
C0005234;Fixing barreira_10;DOMINIO;1;0;N;D-29
C0005234;Fixing barreira_10;DOMINIO;1;0;N;D-30
C0005234;Fixing barreira_10;DOMINIO;1;0;N;D-31
C0005234;Fixing barreira_10;DOMINIO;1;0;N;D-32
C0005234;Fixing barreira_10;DOMINIO;1;0;N;D-33
C0005234;Fixing barreira_10;DOMINIO;1;0;N;D-34
C0005234;Fixing barreira_10;DOMINIO;1;0;N;D-35
C0005234;Fixing barreira_10;DOMINIO;1;0;N;D-36
C0005234;Fixing barreira_10;DOMINIO;1;0;N;D-37
C0005234;Fixing barreira_10;DOMINIO;1;0;N;D-38
C0005234;Fixing barreira_10;DOMINIO;1;0;N;D-39
C0005234;Fixing barreira_10;DOMINIO;1;0;N;D-40
C0005234;Fixing barreira_10;DOMINIO;1;0;N;D-41
C0005234;Fixing barreira_10;DOMINIO;1;0;N;D-42
C0005234;Fixing barreira_10;DOMINIO;1;0;N;D-43
C0005234;Fixing barreira_10;DOMINIO;1;0;N;D-44
C0005234;Fixing barreira_10;DOMINIO;1;0;N;D-45
C0005234;Fixing barreira_10;DOMINIO;1;0;N;D0
C0005235;Fixing barreira_11;DOMINIO;1;0;N;D-1
C0005235;Fixing barreira_11;DOMINIO;1;0;N;D-2
C0005235;Fixing barreira_11;DOMINIO;1;0;N;D-3
C0005235;Fixing barreira_11;DOMINIO;1;0;N;D-4
C0005235;Fixing barreira_11;DOMINIO;1;0;N;D-5
C0005235;Fixing barreira_11;DOMINIO;1;0;N;D-6
C0005235;Fixing barreira_11;DOMINIO;1;0;N;D-7
C0005235;Fixing barreira_11;DOMINIO;1;0;N;D-8
C0005235;Fixing barreira_11;DOMINIO;1;0;N;D-9
C0005235;Fixing barreira_11;DOMINIO;1;0;N;D-10
C0005235;Fixing barreira_11;DOMINIO;1;0;N;D-11
C0005235;Fixing barreira_11;DOMINIO;1;0;N;D-12
C0005235;Fixing barreira_11;DOMINIO;1;0;N;D-13
C0005235;Fixing barreira_11;DOMINIO;1;0;N;D-14
C0005235;Fixing barreira_11;DOMINIO;1;0;N;D-15
C0005235;Fixing barreira_11;DOMINIO;1;0;N;D-16
C0005235;Fixing barreira_11;DOMINIO;1;0;N;D-17
C0005235;Fixing barreira_11;DOMINIO;1;0;N;D-18
C0005235;Fixing barreira_11;DOMINIO;1;0;N;D-19
C0005235;Fixing barreira_11;DOMINIO;1;0;N;D-20
C0005235;Fixing barreira_11;DOMINIO;1;0;N;D-21
C0005235;Fixing barreira_11;DOMINIO;1;0;N;D-22
C0005235;Fixing barreira_11;DOMINIO;1;0;N;D-23
C0005235;Fixing barreira_11;DOMINIO;1;0;N;D-24
C0005235;Fixing barreira_11;DOMINIO;1;0;N;D-25
C0005235;Fixing barreira_11;DOMINIO;1;0;N;D-26
C0005235;Fixing barreira_11;DOMINIO;1;0;N;D-27
C0005235;Fixing barreira_11;DOMINIO;1;0;N;D-28
C0005235;Fixing barreira_11;DOMINIO;1;0;N;D-29
C0005235;Fixing barreira_11;DOMINIO;1;0;N;D-30
C0005235;Fixing barreira_11;DOMINIO;1;0;N;D-31
C0005235;Fixing barreira_11;DOMINIO;1;0;N;D-32
C0005235;Fixing barreira_11;DOMINIO;1;0;N;D-33
C0005235;Fixing barreira_11;DOMINIO;1;0;N;D-34
C0005235;Fixing barreira_11;DOMINIO;1;0;N;D-35
C0005235;Fixing barreira_11;DOMINIO;1;0;N;D-36
C0005235;Fixing barreira_11;DOMINIO;1;0;N;D-37
C0005235;Fixing barreira_11;DOMINIO;1;0;N;D-38
C0005235;Fixing barreira_11;DOMINIO;1;0;N;D-39
C0005235;Fixing barreira_11;DOMINIO;1;0;N;D-40
C0005235;Fixing barreira_11;DOMINIO;1;0;N;D-41
C0005235;Fixing barreira_11;DOMINIO;1;0;N;D-42
C0005235;Fixing barreira_11;DOMINIO;1;0;N;D-43
C0005235;Fixing barreira_11;DOMINIO;1;0;N;D-44
C0005235;Fixing barreira_11;DOMINIO;1;0;N;D-45
C0005235;Fixing barreira_11;DOMINIO;1;0;N;D0
C0005236;Fixing barreira_12;DOMINIO;1;0;N;D-1
C0005236;Fixing barreira_12;DOMINIO;1;0;N;D-2
C0005236;Fixing barreira_12;DOMINIO;1;0;N;D-3
C0005236;Fixing barreira_12;DOMINIO;1;0;N;D-4
C0005236;Fixing barreira_12;DOMINIO;1;0;N;D-5
C0005236;Fixing barreira_12;DOMINIO;1;0;N;D-6
C0005236;Fixing barreira_12;DOMINIO;1;0;N;D-7
C0005236;Fixing barreira_12;DOMINIO;1;0;N;D-8
C0005236;Fixing barreira_12;DOMINIO;1;0;N;D-9
C0005236;Fixing barreira_12;DOMINIO;1;0;N;D-10
C0005236;Fixing barreira_12;DOMINIO;1;0;N;D-11
C0005236;Fixing barreira_12;DOMINIO;1;0;N;D-12
C0005236;Fixing barreira_12;DOMINIO;1;0;N;D-13
C0005236;Fixing barreira_12;DOMINIO;1;0;N;D-14
C0005236;Fixing barreira_12;DOMINIO;1;0;N;D-15
C0005236;Fixing barreira_12;DOMINIO;1;0;N;D-16
C0005236;Fixing barreira_12;DOMINIO;1;0;N;D-17
C0005236;Fixing barreira_12;DOMINIO;1;0;N;D-18
C0005236;Fixing barreira_12;DOMINIO;1;0;N;D-19
C0005236;Fixing barreira_12;DOMINIO;1;0;N;D-20
C0005236;Fixing barreira_12;DOMINIO;1;0;N;D-21
C0005236;Fixing barreira_12;DOMINIO;1;0;N;D-22
C0005236;Fixing barreira_12;DOMINIO;1;0;N;D-23
C0005236;Fixing barreira_12;DOMINIO;1;0;N;D-24
C0005236;Fixing barreira_12;DOMINIO;1;0;N;D-25
C0005236;Fixing barreira_12;DOMINIO;1;0;N;D-26
C0005236;Fixing barreira_12;DOMINIO;1;0;N;D-27
C0005236;Fixing barreira_12;DOMINIO;1;0;N;D-28
C0005236;Fixing barreira_12;DOMINIO;1;0;N;D-29
C0005236;Fixing barreira_12;DOMINIO;1;0;N;D-30
C0005236;Fixing barreira_12;DOMINIO;1;0;N;D-31
C0005236;Fixing barreira_12;DOMINIO;1;0;N;D-32
C0005236;Fixing barreira_12;DOMINIO;1;0;N;D-33
C0005236;Fixing barreira_12;DOMINIO;1;0;N;D-34
C0005236;Fixing barreira_12;DOMINIO;1;0;N;D-35
C0005236;Fixing barreira_12;DOMINIO;1;0;N;D-36
C0005236;Fixing barreira_12;DOMINIO;1;0;N;D-37
C0005236;Fixing barreira_12;DOMINIO;1;0;N;D-38
C0005236;Fixing barreira_12;DOMINIO;1;0;N;D-39
C0005236;Fixing barreira_12;DOMINIO;1;0;N;D-40
C0005236;Fixing barreira_12;DOMINIO;1;0;N;D-41
C0005236;Fixing barreira_12;DOMINIO;1;0;N;D-42
C0005236;Fixing barreira_12;DOMINIO;1;0;N;D-43
C0005236;Fixing barreira_12;DOMINIO;1;0;N;D-44
C0005236;Fixing barreira_12;DOMINIO;1;0;N;D-45
C0005236;Fixing barreira_12;DOMINIO;1;0;N;D0
C0005237;Fixing barreira_13;DOMINIO;1;0;N;D-1
C0005237;Fixing barreira_13;DOMINIO;1;0;N;D-2
