20260831
CODIGO FIGURA;NOME FIGURA;CALCULADA;COD CAMPO;NOME CAMPO;DESC CAMPO;TAMANHO;QTD DECIMAIS;OBRIGATORIO;DOMINIO
82;COE001082 - Retorno Amortização - Fundos;N;C0000265;Data verificação amortização 16;DATA;0;;N;
82;COE001082 - Retorno Amortização - Fundos;N;C0000266;Data verificação amortização 17;DATA;0;;N;
82;COE001082 - Retorno Amortização - Fundos;N;C0000267;Data verificação amortização 18;DATA;0;;N;
82;COE001082 - Retorno Amortização - Fundos;N;C0000268;Data verificação amortização 19;DATA;0;;N;
82;COE001082 - Retorno Amortização - Fundos;N;C0000269;Data verificação amortização 20;DATA;0;;N;
82;COE001082 - Retorno Amortização - Fundos;N;C0000270;Data verificação amortização 21;DATA;0;;N;
82;COE001082 - Retorno Amortização - Fundos;N;C0000271;Data verificação amortização 22;DATA;0;;N;
82;COE001082 - Retorno Amortização - Fundos;N;C0000272;Data verificação amortização 23;DATA;0;;N;
82;COE001082 - Retorno Amortização - Fundos;N;C0000273;Data verificação amortização 24;DATA;0;;N;
82;COE001082 - Retorno Amortização - Fundos;N;C0000274;Data verificação amortização 25;DATA;0;;N;
82;COE001082 - Retorno Amortização - Fundos;N;C0000275;Data verificação amortização 26;DATA;0;;N;
82;COE001082 - Retorno Amortização - Fundos;N;C0000276;Data verificação amortização 27;DATA;0;;N;
82;COE001082 - Retorno Amortização - Fundos;N;C0000277;Data verificação amortização 28;DATA;0;;N;
82;COE001082 - Retorno Amortização - Fundos;N;C0000278;Data verificação amortização 29;DATA;0;;N;
82;COE001082 - Retorno Amortização - Fundos;N;C0000279;Data verificação amortização 30;DATA;0;;N;
82;COE001082 - Retorno Amortização - Fundos;N;C0000280;Data verificação amortização 31;DATA;0;;N;
82;COE001082 - Retorno Amortização - Fundos;N;C0000281;Data verificação amortização 32;DATA;0;;N;
82;COE001082 - Retorno Amortização - Fundos;N;C0000282;Data verificação amortização 33;DATA;0;;N;
82;COE001082 - Retorno Amortização - Fundos;N;C0000283;Data verificação amortização 34;DATA;0;;N;
82;COE001082 - Retorno Amortização - Fundos;N;C0000284;Data verificação amortização 35;DATA;0;;N;
82;COE001082 - Retorno Amortização - Fundos;N;C0000285;Data verificação amortização 36;DATA;0;;N;
82;COE001082 - Retorno Amortização - Fundos;N;C0000286;Data verificação amortização 37;DATA;0;;N;
82;COE001082 - Retorno Amortização - Fundos;N;C0000287;Data verificação amortização 38;DATA;0;;N;
82;COE001082 - Retorno Amortização - Fundos;N;C0000288;Data verificação amortização 39;DATA;0;;N;
82;COE001082 - Retorno Amortização - Fundos;N;C0000289;Data verificação amortização 40;DATA;0;;N;
82;COE001082 - Retorno Amortização - Fundos;N;C0000290;Data verificação amortização 41;DATA;0;;N;
82;COE001082 - Retorno Amortização - Fundos;N;C0000291;Data verificação amortização 42;DATA;0;;N;
82;COE001082 - Retorno Amortização - Fundos;N;C0000292;Data verificação amortização 43;DATA;0;;N;
82;COE001082 - Retorno Amortização - Fundos;N;C0000293;Data verificação amortização 44;DATA;0;;N;
82;COE001082 - Retorno Amortização - Fundos;N;C0000294;Data verificação amortização 45;DATA;0;;N;
82;COE001082 - Retorno Amortização - Fundos;N;C0000295;Data verificação amortização 46;DATA;0;;N;
82;COE001082 - Retorno Amortização - Fundos;N;C0000296;Data verificação amortização 47;DATA;0;;N;
82;COE001082 - Retorno Amortização - Fundos;N;C0000297;Data verificação amortização 48;DATA;0;;N;
82;COE001082 - Retorno Amortização - Fundos;N;C0000298;Data verificação amortização 49;DATA;0;;N;
82;COE001082 - Retorno Amortização - Fundos;N;C0000299;Data verificação amortização 50;DATA;0;;N;
82;COE001082 - Retorno Amortização - Fundos;N;C0000300;Data verificação amortização 51;DATA;0;;N;
82;COE001082 - Retorno Amortização - Fundos;N;C0000301;Data verificação amortização 52;DATA;0;;N;
82;COE001082 - Retorno Amortização - Fundos;N;C0000302;Data verificação amortização 53;DATA;0;;N;
82;COE001082 - Retorno Amortização - Fundos;N;C0000303;Data verificação amortização 54;DATA;0;;N;
82;COE001082 - Retorno Amortização - Fundos;N;C0000304;Data verificação amortização 55;DATA;0;;N;
82;COE001082 - Retorno Amortização - Fundos;N;C0000305;Data verificação amortização 56;DATA;0;;N;
82;COE001082 - Retorno Amortização - Fundos;N;C0000306;Data verificação amortização 57;DATA;0;;N;
82;COE001082 - Retorno Amortização - Fundos;N;C0000307;Data verificação amortização 58;DATA;0;;N;
82;COE001082 - Retorno Amortização - Fundos;N;C0000308;Data verificação amortização 59;DATA;0;;N;
82;COE001082 - Retorno Amortização - Fundos;N;C0000309;Data verificação amortização 60;DATA;0;;N;
82;COE001082 - Retorno Amortização - Fundos;N;C0000310;Data verificação amortização 61;DATA;0;;N;
82;COE001082 - Retorno Amortização - Fundos;N;C0000311;Data verificação amortização 62;DATA;0;;N;
82;COE001082 - Retorno Amortização - Fundos;N;C0000312;Data verificação amortização 63;DATA;0;;N;
82;COE001082 - Retorno Amortização - Fundos;N;C0000313;Data verificação amortização 64;DATA;0;;N;
82;COE001082 - Retorno Amortização - Fundos;N;C0000314;Data verificação amortização 65;DATA;0;;N;
82;COE001082 - Retorno Amortização - Fundos;N;C0000315;Data verificação amortização 66;DATA;0;;N;
82;COE001082 - Retorno Amortização - Fundos;N;C0000316;Data verificação amortização 67;DATA;0;;N;
82;COE001082 - Retorno Amortização - Fundos;N;C0000317;Data verificação amortização 68;DATA;0;;N;
82;COE001082 - Retorno Amortização - Fundos;N;C0000318;Data verificação amortização 69;DATA;0;;N;
82;COE001082 - Retorno Amortização - Fundos;N;C0000319;Data verificação amortização 70;DATA;0;;N;
82;COE001082 - Retorno Amortização - Fundos;N;C0000320;Data verificação amortização 71;DATA;0;;N;
82;COE001082 - Retorno Amortização - Fundos;N;C0000321;Data verificação amortização 72;DATA;0;;N;
82;COE001082 - Retorno Amortização - Fundos;N;C0000322;Data verificação amortização 73;DATA;0;;N;
82;COE001082 - Retorno Amortização - Fundos;N;C0000323;Data verificação amortização 74;DATA;0;;N;
82;COE001082 - Retorno Amortização - Fundos;N;C0000324;Data verificação amortização 75;DATA;0;;N;
82;COE001082 - Retorno Amortização - Fundos;N;C0000325;Data verificação amortização 76;DATA;0;;N;
82;COE001082 - Retorno Amortização - Fundos;N;C0000326;Data verificação amortização 77;DATA;0;;N;
82;COE001082 - Retorno Amortização - Fundos;N;C0000327;Data verificação amortização 78;DATA;0;;N;
82;COE001082 - Retorno Amortização - Fundos;N;C0000328;Data verificação amortização 79;DATA;0;;N;
82;COE001082 - Retorno Amortização - Fundos;N;C0000329;Data verificação amortização 80;DATA;0;;N;
82;COE001082 - Retorno Amortização - Fundos;N;C0000330;Data verificação amortização 81;DATA;0;;N;
82;COE001082 - Retorno Amortização - Fundos;N;C0000331;Data verificação amortização 82;DATA;0;;N;
82;COE001082 - Retorno Amortização - Fundos;N;C0000332;Data verificação amortização 83;DATA;0;;N;
82;COE001082 - Retorno Amortização - Fundos;N;C0000333;Data verificação amortização 84;DATA;0;;N;
82;COE001082 - Retorno Amortização - Fundos;N;C0000334;Data verificação amortização 85;DATA;0;;N;
82;COE001082 - Retorno Amortização - Fundos;N;C0000335;Data verificação amortização 86;DATA;0;;N;
82;COE001082 - Retorno Amortização - Fundos;N;C0000336;Data verificação amortização 87;DATA;0;;N;
82;COE001082 - Retorno Amortização - Fundos;N;C0000337;Data verificação amortização 88;DATA;0;;N;
82;COE001082 - Retorno Amortização - Fundos;N;C0000338;Data verificação amortização 89;DATA;0;;N;
82;COE001082 - Retorno Amortização - Fundos;N;C0000339;Data verificação amortização 90;DATA;0;;N;
82;COE001082 - Retorno Amortização - Fundos;N;C0000340;Data verificação amortização 91;DATA;0;;N;
82;COE001082 - Retorno Amortização - Fundos;N;C0000341;Data verificação amortização 92;DATA;0;;N;
82;COE001082 - Retorno Amortização - Fundos;N;C0000342;Data verificação amortização 93;DATA;0;;N;
82;COE001082 - Retorno Amortização - Fundos;N;C0000343;Data verificação amortização 94;DATA;0;;N;
82;COE001082 - Retorno Amortização - Fundos;N;C0000344;Data verificação amortização 95;DATA;0;;N;
82;COE001082 - Retorno Amortização - Fundos;N;C0000345;Data verificação amortização 96;DATA;0;;N;
82;COE001082 - Retorno Amortização - Fundos;N;C0000346;Data verificação amortização 97;DATA;0;;N;
82;COE001082 - Retorno Amortização - Fundos;N;C0000347;Data verificação amortização 98;DATA;0;;N;
82;COE001082 - Retorno Amortização - Fundos;N;C0000348;Data verificação amortização 99;DATA;0;;N;
82;COE001082 - Retorno Amortização - Fundos;N;C0000349;Data verificação amortização 100;DATA;0;;N;
83;COE001083 - COE de Crédito–Troca de Indexadores;N;C0000107;Ativo Subjacente Período 1;DOMINIO;0;;S;DI
83;COE001083 - COE de Crédito–Troca de Indexadores;N;C0000107;Ativo Subjacente Período 1;DOMINIO;0;;S;Pré
83;COE001083 - COE de Crédito–Troca de Indexadores;N;C0000107;Ativo Subjacente Período 1;DOMINIO;0;;S;IPCA
83;COE001083 - COE de Crédito–Troca de Indexadores;N;C0000108;Ativo Subjacente Período 2;DOMINIO;0;;S;Pré
83;COE001083 - COE de Crédito–Troca de Indexadores;N;C0000108;Ativo Subjacente Período 2;DOMINIO;0;;S;DI
83;COE001083 - COE de Crédito–Troca de Indexadores;N;C0000108;Ativo Subjacente Período 2;DOMINIO;0;;S;IPCA
83;COE001083 - COE de Crédito–Troca de Indexadores;N;C0000109;Participação Indexador 1 (%);NUMERICO;10;8;N;
83;COE001083 - COE de Crédito–Troca de Indexadores;N;C0000110;Participação Indexador 2 (%);NUMERICO;10;8;N;
83;COE001083 - COE de Crédito–Troca de Indexadores;N;C0000111;Cupom Período 1 (%);NUMERICO;10;8;N;
83;COE001083 - COE de Crédito–Troca de Indexadores;N;C0000112;Cupom Período 2 (%);NUMERICO;10;8;N;
83;COE001083 - COE de Crédito–Troca de Indexadores;N;C0000113;Base Período 1;DOMINIO;0;;N;252 exp
83;COE001083 - COE de Crédito–Troca de Indexadores;N;C0000113;Base Período 1;DOMINIO;0;;N;360 exp
83;COE001083 - COE de Crédito–Troca de Indexadores;N;C0000113;Base Período 1;DOMINIO;0;;N;360 lin
83;COE001083 - COE de Crédito–Troca de Indexadores;N;C0000114;Base Período 2;DOMINIO;0;;N;360 exp
83;COE001083 - COE de Crédito–Troca de Indexadores;N;C0000114;Base Período 2;DOMINIO;0;;N;252 exp
83;COE001083 - COE de Crédito–Troca de Indexadores;N;C0000114;Base Período 2;DOMINIO;0;;N;360 lin
83;COE001083 - COE de Crédito–Troca de Indexadores;N;C0000115;Data da troca do ativo subjacente;DATA;0;;S;
83;COE001083 - COE de Crédito–Troca de Indexadores;N;C0000232;Entidade de referência;TEXTO;40;;S;
83;COE001083 - COE de Crédito–Troca de Indexadores;N;C0000233;Obrigação de referência;TEXTO;40;;N;
83;COE001083 - COE de Crédito–Troca de Indexadores;N;C0000234;Quantidade de obrigações;DOMINIO;0;;S;Single name
83;COE001083 - COE de Crédito–Troca de Indexadores;N;C0000234;Quantidade de obrigações;DOMINIO;0;;S;Cesta
83;COE001083 - COE de Crédito–Troca de Indexadores;N;C0000235;Agente de cálculo;DOMINIO;0;;S;Emissor
83;COE001083 - COE de Crédito–Troca de Indexadores;N;C0000236;Determinação de ocorrência de evento;DOMINIO;0;;S;Emissor
83;COE001083 - COE de Crédito–Troca de Indexadores;N;C0000237;Condições para liquidação;TEXTO;40;;N;
83;COE001083 - COE de Crédito–Troca de Indexadores;N;C0000238;Liquidação em caso de evento de crédito (Recovery Value);TEXTO;40;;S;
83;COE001083 - COE de Crédito–Troca de Indexadores;N;C0000240;Falência ou similar;DOMINIO;0;;N;SIM
83;COE001083 - COE de Crédito–Troca de Indexadores;N;C0000241;Falha de pagamento;DOMINIO;0;;N;SIM
83;COE001083 - COE de Crédito–Troca de Indexadores;N;C0000242;Reestruturação;DOMINIO;0;;N;SIM
83;COE001083 - COE de Crédito–Troca de Indexadores;N;C0000243;Vencimento antecipado de obrigações;DOMINIO;0;;N;SIM
83;COE001083 - COE de Crédito–Troca de Indexadores;N;C0000244;Descumprimento de obrigações;DOMINIO;0;;N;SIM
83;COE001083 - COE de Crédito–Troca de Indexadores;N;C0000245;Repúdio ou moratória;DOMINIO;0;;N;SIM
83;COE001083 - COE de Crédito–Troca de Indexadores;N;C0000246;Intervenção estatal;DOMINIO;0;;N;SIM
84;COE001084 - COE de Crédito - TRS Loan;N;C0000148;Deslocamento do accrual do DI;DOMINIO;0;;N;D-16
84;COE001084 - COE de Crédito - TRS Loan;N;C0000148;Deslocamento do accrual do DI;DOMINIO;0;;N;D-15
84;COE001084 - COE de Crédito - TRS Loan;N;C0000148;Deslocamento do accrual do DI;DOMINIO;0;;N;D-18
84;COE001084 - COE de Crédito - TRS Loan;N;C0000148;Deslocamento do accrual do DI;DOMINIO;0;;N;D-19
84;COE001084 - COE de Crédito - TRS Loan;N;C0000148;Deslocamento do accrual do DI;DOMINIO;0;;N;D-20
84;COE001084 - COE de Crédito - TRS Loan;N;C0000148;Deslocamento do accrual do DI;DOMINIO;0;;N;D-21
84;COE001084 - COE de Crédito - TRS Loan;N;C0000148;Deslocamento do accrual do DI;DOMINIO;0;;N;D-22
84;COE001084 - COE de Crédito - TRS Loan;N;C0000148;Deslocamento do accrual do DI;DOMINIO;0;;N;D-23
84;COE001084 - COE de Crédito - TRS Loan;N;C0000148;Deslocamento do accrual do DI;DOMINIO;0;;N;D-24
84;COE001084 - COE de Crédito - TRS Loan;N;C0000148;Deslocamento do accrual do DI;DOMINIO;0;;N;D-25
84;COE001084 - COE de Crédito - TRS Loan;N;C0000148;Deslocamento do accrual do DI;DOMINIO;0;;N;D-26
84;COE001084 - COE de Crédito - TRS Loan;N;C0000148;Deslocamento do accrual do DI;DOMINIO;0;;N;D-27
84;COE001084 - COE de Crédito - TRS Loan;N;C0000148;Deslocamento do accrual do DI;DOMINIO;0;;N;D-28
84;COE001084 - COE de Crédito - TRS Loan;N;C0000148;Deslocamento do accrual do DI;DOMINIO;0;;N;D-29
84;COE001084 - COE de Crédito - TRS Loan;N;C0000148;Deslocamento do accrual do DI;DOMINIO;0;;N;D-30
84;COE001084 - COE de Crédito - TRS Loan;N;C0000148;Deslocamento do accrual do DI;DOMINIO;0;;N;D0
84;COE001084 - COE de Crédito - TRS Loan;N;C0000148;Deslocamento do accrual do DI;DOMINIO;0;;N;D-17
84;COE001084 - COE de Crédito - TRS Loan;N;C0000148;Deslocamento do accrual do DI;DOMINIO;0;;N;D-14
84;COE001084 - COE de Crédito - TRS Loan;N;C0000148;Deslocamento do accrual do DI;DOMINIO;0;;N;D-13
84;COE001084 - COE de Crédito - TRS Loan;N;C0000148;Deslocamento do accrual do DI;DOMINIO;0;;N;D-12
84;COE001084 - COE de Crédito - TRS Loan;N;C0000148;Deslocamento do accrual do DI;DOMINIO;0;;N;D-11
84;COE001084 - COE de Crédito - TRS Loan;N;C0000148;Deslocamento do accrual do DI;DOMINIO;0;;N;D-10
84;COE001084 - COE de Crédito - TRS Loan;N;C0000148;Deslocamento do accrual do DI;DOMINIO;0;;N;D-9
84;COE001084 - COE de Crédito - TRS Loan;N;C0000148;Deslocamento do accrual do DI;DOMINIO;0;;N;D-8
84;COE001084 - COE de Crédito - TRS Loan;N;C0000148;Deslocamento do accrual do DI;DOMINIO;0;;N;D-7
84;COE001084 - COE de Crédito - TRS Loan;N;C0000148;Deslocamento do accrual do DI;DOMINIO;0;;N;D-6
84;COE001084 - COE de Crédito - TRS Loan;N;C0000148;Deslocamento do accrual do DI;DOMINIO;0;;N;D-5
84;COE001084 - COE de Crédito - TRS Loan;N;C0000148;Deslocamento do accrual do DI;DOMINIO;0;;N;D-4
84;COE001084 - COE de Crédito - TRS Loan;N;C0000148;Deslocamento do accrual do DI;DOMINIO;0;;N;D-3
84;COE001084 - COE de Crédito - TRS Loan;N;C0000148;Deslocamento do accrual do DI;DOMINIO;0;;N;D-2
84;COE001084 - COE de Crédito - TRS Loan;N;C0000148;Deslocamento do accrual do DI;DOMINIO;0;;N;D-1
84;COE001084 - COE de Crédito - TRS Loan;N;C0000232;Entidade de referência;TEXTO;40;;S;
84;COE001084 - COE de Crédito - TRS Loan;N;C0000233;Obrigação de referência;TEXTO;40;;N;
84;COE001084 - COE de Crédito - TRS Loan;N;C0000234;Quantidade de obrigações;DOMINIO;0;;S;Single name
84;COE001084 - COE de Crédito - TRS Loan;N;C0000234;Quantidade de obrigações;DOMINIO;0;;S;Cesta
84;COE001084 - COE de Crédito - TRS Loan;N;C0000235;Agente de cálculo;DOMINIO;0;;S;Emissor
84;COE001084 - COE de Crédito - TRS Loan;N;C0000236;Determinação de ocorrência de evento;DOMINIO;0;;S;Emissor
84;COE001084 - COE de Crédito - TRS Loan;N;C0000237;Condições para liquidação;TEXTO;40;;N;
84;COE001084 - COE de Crédito - TRS Loan;N;C0000238;Liquidação em caso de evento de crédito (Recovery Value);TEXTO;40;;S;
84;COE001084 - COE de Crédito - TRS Loan;N;C0000240;Falência ou similar;DOMINIO;0;;N;SIM
84;COE001084 - COE de Crédito - TRS Loan;N;C0000241;Falha de pagamento;DOMINIO;0;;N;SIM
84;COE001084 - COE de Crédito - TRS Loan;N;C0000242;Reestruturação;DOMINIO;0;;N;SIM
84;COE001084 - COE de Crédito - TRS Loan;N;C0000243;Vencimento antecipado de obrigações;DOMINIO;0;;N;SIM
84;COE001084 - COE de Crédito - TRS Loan;N;C0000244;Descumprimento de obrigações;DOMINIO;0;;N;SIM
84;COE001084 - COE de Crédito - TRS Loan;N;C0000245;Repúdio ou moratória;DOMINIO;0;;N;SIM
84;COE001084 - COE de Crédito - TRS Loan;N;C0000350;Expiry date Loan;DATA;0;;N;
84;COE001084 - COE de Crédito - TRS Loan;N;C0000351;Notional Loan;NUMERICO;10;8;N;
84;COE001084 - COE de Crédito - TRS Loan;N;C0000352;Lender Loan;TEXTO;50;;N;
84;COE001084 - COE de Crédito - TRS Loan;N;C0000353;Borrower Loan;TEXTO;50;;N;
84;COE001084 - COE de Crédito - TRS Loan;N;C0000354;ID Loan;TEXTO;50;;N;
84;COE001084 - COE de Crédito - TRS Loan;N;C0000355;Data Duration Fee;DATA;0;;N;
84;COE001084 - COE de Crédito - TRS Loan;N;C0000356;Duration Fee;NUMERICO;10;8;N;
84;COE001084 - COE de Crédito - TRS Loan;N;C0000357;Moeda Referência Loan;TEXTO;40;;N;
84;COE001084 - COE de Crédito - TRS Loan;N;C0000358;Limitador de Baixa Fluxo SOFR (%);NUMERICO;10;8;N;
85;COE de Crédito – CDS com Amortização;N;C0000148;Deslocamento do accrual do DI;DOMINIO;0;;N;D-19
85;COE de Crédito – CDS com Amortização;N;C0000148;Deslocamento do accrual do DI;DOMINIO;0;;N;D-18
85;COE de Crédito – CDS com Amortização;N;C0000148;Deslocamento do accrual do DI;DOMINIO;0;;N;D-21
85;COE de Crédito – CDS com Amortização;N;C0000148;Deslocamento do accrual do DI;DOMINIO;0;;N;D-22
85;COE de Crédito – CDS com Amortização;N;C0000148;Deslocamento do accrual do DI;DOMINIO;0;;N;D-23
85;COE de Crédito – CDS com Amortização;N;C0000148;Deslocamento do accrual do DI;DOMINIO;0;;N;D-24
85;COE de Crédito – CDS com Amortização;N;C0000148;Deslocamento do accrual do DI;DOMINIO;0;;N;D-25
85;COE de Crédito – CDS com Amortização;N;C0000148;Deslocamento do accrual do DI;DOMINIO;0;;N;D-26
85;COE de Crédito – CDS com Amortização;N;C0000148;Deslocamento do accrual do DI;DOMINIO;0;;N;D-27
85;COE de Crédito – CDS com Amortização;N;C0000148;Deslocamento do accrual do DI;DOMINIO;0;;N;D-28
85;COE de Crédito – CDS com Amortização;N;C0000148;Deslocamento do accrual do DI;DOMINIO;0;;N;D-29
85;COE de Crédito – CDS com Amortização;N;C0000148;Deslocamento do accrual do DI;DOMINIO;0;;N;D-30
85;COE de Crédito – CDS com Amortização;N;C0000148;Deslocamento do accrual do DI;DOMINIO;0;;N;D0
85;COE de Crédito – CDS com Amortização;N;C0000148;Deslocamento do accrual do DI;DOMINIO;0;;N;D-20
85;COE de Crédito – CDS com Amortização;N;C0000148;Deslocamento do accrual do DI;DOMINIO;0;;N;D-17
85;COE de Crédito – CDS com Amortização;N;C0000148;Deslocamento do accrual do DI;DOMINIO;0;;N;D-16
85;COE de Crédito – CDS com Amortização;N;C0000148;Deslocamento do accrual do DI;DOMINIO;0;;N;D-15
85;COE de Crédito – CDS com Amortização;N;C0000148;Deslocamento do accrual do DI;DOMINIO;0;;N;D-14
85;COE de Crédito – CDS com Amortização;N;C0000148;Deslocamento do accrual do DI;DOMINIO;0;;N;D-13
85;COE de Crédito – CDS com Amortização;N;C0000148;Deslocamento do accrual do DI;DOMINIO;0;;N;D-12
85;COE de Crédito – CDS com Amortização;N;C0000148;Deslocamento do accrual do DI;DOMINIO;0;;N;D-11
85;COE de Crédito – CDS com Amortização;N;C0000148;Deslocamento do accrual do DI;DOMINIO;0;;N;D-10
85;COE de Crédito – CDS com Amortização;N;C0000148;Deslocamento do accrual do DI;DOMINIO;0;;N;D-9
85;COE de Crédito – CDS com Amortização;N;C0000148;Deslocamento do accrual do DI;DOMINIO;0;;N;D-8
85;COE de Crédito – CDS com Amortização;N;C0000148;Deslocamento do accrual do DI;DOMINIO;0;;N;D-7
85;COE de Crédito – CDS com Amortização;N;C0000148;Deslocamento do accrual do DI;DOMINIO;0;;N;D-6
85;COE de Crédito – CDS com Amortização;N;C0000148;Deslocamento do accrual do DI;DOMINIO;0;;N;D-5
85;COE de Crédito – CDS com Amortização;N;C0000148;Deslocamento do accrual do DI;DOMINIO;0;;N;D-4
85;COE de Crédito – CDS com Amortização;N;C0000148;Deslocamento do accrual do DI;DOMINIO;0;;N;D-3
85;COE de Crédito – CDS com Amortização;N;C0000148;Deslocamento do accrual do DI;DOMINIO;0;;N;D-2
85;COE de Crédito – CDS com Amortização;N;C0000148;Deslocamento do accrual do DI;DOMINIO;0;;N;D-1
85;COE de Crédito – CDS com Amortização;N;C0000182;Amortização 1 (%);NUMERICO;10;8;N;
85;COE de Crédito – CDS com Amortização;N;C0000183;Amortização 2 (%);NUMERICO;10;8;N;
85;COE de Crédito – CDS com Amortização;N;C0000184;Amortização 3 (%);NUMERICO;10;8;N;
85;COE de Crédito – CDS com Amortização;N;C0000185;Amortização 4 (%);NUMERICO;10;8;N;
85;COE de Crédito – CDS com Amortização;N;C0000186;Amortização 5 (%);NUMERICO;10;8;N;
85;COE de Crédito – CDS com Amortização;N;C0000187;Amortização 6 (%);NUMERICO;10;8;N;
85;COE de Crédito – CDS com Amortização;N;C0000188;Amortização 7 (%);NUMERICO;10;8;N;
85;COE de Crédito – CDS com Amortização;N;C0000189;Amortização 8 (%);NUMERICO;10;8;N;
85;COE de Crédito – CDS com Amortização;N;C0000190;Amortização 9 (%);NUMERICO;10;8;N;
85;COE de Crédito – CDS com Amortização;N;C0000191;Amortização 10 (%);NUMERICO;10;8;N;
85;COE de Crédito – CDS com Amortização;N;C0000192;Amortização 11 (%);NUMERICO;10;8;N;
85;COE de Crédito – CDS com Amortização;N;C0000193;Amortização 12 (%);NUMERICO;10;8;N;
85;COE de Crédito – CDS com Amortização;N;C0000232;Entidade de referência;TEXTO;40;;S;
85;COE de Crédito – CDS com Amortização;N;C0000233;Obrigação de referência;TEXTO;40;;N;
85;COE de Crédito – CDS com Amortização;N;C0000234;Quantidade de obrigações;DOMINIO;0;;S;Single name
85;COE de Crédito – CDS com Amortização;N;C0000234;Quantidade de obrigações;DOMINIO;0;;S;Cesta
85;COE de Crédito – CDS com Amortização;N;C0000235;Agente de cálculo;DOMINIO;0;;S;Emissor
85;COE de Crédito – CDS com Amortização;N;C0000236;Determinação de ocorrência de evento;DOMINIO;0;;S;Emissor
85;COE de Crédito – CDS com Amortização;N;C0000237;Condições para liquidação;TEXTO;40;;N;
85;COE de Crédito – CDS com Amortização;N;C0000238;Liquidação em caso de evento de crédito (Recovery Value);TEXTO;40;;S;
85;COE de Crédito – CDS com Amortização;N;C0000239;Taxa de proteção;TEXTO;40;;N;
85;COE de Crédito – CDS com Amortização;N;C0000240;Falência ou similar;DOMINIO;0;;N;SIM
85;COE de Crédito – CDS com Amortização;N;C0000241;Falha de pagamento;DOMINIO;0;;N;SIM
85;COE de Crédito – CDS com Amortização;N;C0000242;Reestruturação;DOMINIO;0;;N;SIM
85;COE de Crédito – CDS com Amortização;N;C0000243;Vencimento antecipado de obrigações;DOMINIO;0;;N;SIM
85;COE de Crédito – CDS com Amortização;N;C0000244;Descumprimento de obrigações;DOMINIO;0;;N;SIM
85;COE de Crédito – CDS com Amortização;N;C0000245;Repúdio ou moratória;DOMINIO;0;;N;SIM
85;COE de Crédito – CDS com Amortização;N;C0000246;Intervenção estatal;DOMINIO;0;;N;SIM
86;COE de Crédito – TRS com Amortização;N;C0000148;Deslocamento do accrual do DI;DOMINIO;0;;N;D-24
86;COE de Crédito – TRS com Amortização;N;C0000148;Deslocamento do accrual do DI;DOMINIO;0;;N;D-23
86;COE de Crédito – TRS com Amortização;N;C0000148;Deslocamento do accrual do DI;DOMINIO;0;;N;D-26
86;COE de Crédito – TRS com Amortização;N;C0000148;Deslocamento do accrual do DI;DOMINIO;0;;N;D-27
86;COE de Crédito – TRS com Amortização;N;C0000148;Deslocamento do accrual do DI;DOMINIO;0;;N;D-28
86;COE de Crédito – TRS com Amortização;N;C0000148;Deslocamento do accrual do DI;DOMINIO;0;;N;D-29
86;COE de Crédito – TRS com Amortização;N;C0000148;Deslocamento do accrual do DI;DOMINIO;0;;N;D-30
86;COE de Crédito – TRS com Amortização;N;C0000148;Deslocamento do accrual do DI;DOMINIO;0;;N;D0
86;COE de Crédito – TRS com Amortização;N;C0000148;Deslocamento do accrual do DI;DOMINIO;0;;N;D-25
86;COE de Crédito – TRS com Amortização;N;C0000148;Deslocamento do accrual do DI;DOMINIO;0;;N;D-22
86;COE de Crédito – TRS com Amortização;N;C0000148;Deslocamento do accrual do DI;DOMINIO;0;;N;D-21
86;COE de Crédito – TRS com Amortização;N;C0000148;Deslocamento do accrual do DI;DOMINIO;0;;N;D-20
86;COE de Crédito – TRS com Amortização;N;C0000148;Deslocamento do accrual do DI;DOMINIO;0;;N;D-19
86;COE de Crédito – TRS com Amortização;N;C0000148;Deslocamento do accrual do DI;DOMINIO;0;;N;D-18
86;COE de Crédito – TRS com Amortização;N;C0000148;Deslocamento do accrual do DI;DOMINIO;0;;N;D-17
86;COE de Crédito – TRS com Amortização;N;C0000148;Deslocamento do accrual do DI;DOMINIO;0;;N;D-16
86;COE de Crédito – TRS com Amortização;N;C0000148;Deslocamento do accrual do DI;DOMINIO;0;;N;D-15
86;COE de Crédito – TRS com Amortização;N;C0000148;Deslocamento do accrual do DI;DOMINIO;0;;N;D-14
86;COE de Crédito – TRS com Amortização;N;C0000148;Deslocamento do accrual do DI;DOMINIO;0;;N;D-13
86;COE de Crédito – TRS com Amortização;N;C0000148;Deslocamento do accrual do DI;DOMINIO;0;;N;D-12
86;COE de Crédito – TRS com Amortização;N;C0000148;Deslocamento do accrual do DI;DOMINIO;0;;N;D-11
86;COE de Crédito – TRS com Amortização;N;C0000148;Deslocamento do accrual do DI;DOMINIO;0;;N;D-10
86;COE de Crédito – TRS com Amortização;N;C0000148;Deslocamento do accrual do DI;DOMINIO;0;;N;D-9
86;COE de Crédito – TRS com Amortização;N;C0000148;Deslocamento do accrual do DI;DOMINIO;0;;N;D-8
86;COE de Crédito – TRS com Amortização;N;C0000148;Deslocamento do accrual do DI;DOMINIO;0;;N;D-7
86;COE de Crédito – TRS com Amortização;N;C0000148;Deslocamento do accrual do DI;DOMINIO;0;;N;D-6
